Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,PerformanceIndex,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyAchievement,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,Incentive,RemoteWork,MonthlyIncome,StressRating,WelfareBenefits,InHouseFacility,ExternalFacility,ExtendedLeave,FlexibleWork,StressSelfReported,Year
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1522,1,Male,100,2,1,Research Scientist,1,Single,7568,6,11,1,3,0,11,2,1,9,7,0,7,agent_B,0,1,7937,3,1,1,0,0,0,3,2023
44,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1523,4,Male,32,3,4,Research Director,1,Married,22074,3,4,2,3,1,24,1,4,20,6,14,17,intern,1072,3,3574,4,2,0,0,0,0,4,2023
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1525,2,Female,32,3,3,Manufacturing Director,2,Single,9150,4,15,3,4,0,9,3,3,2,0,2,2,intern,0,3,11553,3,1,0,0,0,0,1,2023
44,No,Travel_Rarely,Sales,27,3,Life Sciences,1126,3,Female,51,3,4,Manufacturing Director,2,Married,11380,8,0,2,4,1,19,2,4,9,8,1,2,intern,1631,1,5439,1,3,1,0,0,1,2,2024
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1529,4,Female,91,2,3,Healthcare Representative,2,Single,21195,1,25,4,4,0,11,3,1,11,8,3,3,agent_A,3919,4,7838,3,3,1,1,0,1,3,2024
23,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1533,1,Male,97,3,2,Laboratory Technician,3,Single,24812,0,0,3,2,0,5,2,3,4,3,1,2,direct_recruiting,0,3,5943,3,2,1,0,0,1,3,2023
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,1534,4,Male,86,3,1,Laboratory Technician,1,Single,21831,3,10,3,2,0,15,3,1,5,4,1,0,agent_A,0,1,6758,3,1,1,0,0,0,3,2024
34,No,Travel_Rarely,Sales,1,3,Technical Degree,1535,4,Male,64,2,3,Sales Executive,3,Married,12288,1,13,3,4,0,10,3,3,10,9,8,6,New_graduate_recruitment,3594,3,7567,3,3,1,0,0,1,2,2023
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1537,4,Female,33,3,1,Research Scientist,3,Single,4156,1,24,2,1,0,7,2,1,7,2,7,7,direct_recruiting,687,2,3436,4,1,0,0,0,0,4,2024
50,No,Travel_Frequently,Research & Development,22,5,Medical,1539,3,Male,88,1,4,Research Director,4,Single,24450,1,0,2,4,0,32,2,3,32,6,13,9,intern,2560,4,8535,2,4,1,1,1,1,1,2023
34,No,Travel_Rarely,Sales,7,2,Technical Degree,1541,2,Male,55,3,1,Sales Representative,3,Married,4944,0,14,4,2,1,12,4,3,11,10,5,7,intern,0,4,5659,2,4,1,0,0,1,1,2024
42,No,Travel_Rarely,Research & Development,2,3,Medical,1542,3,Male,68,2,1,Laboratory Technician,2,Married,24052,4,6,3,2,1,4,3,3,1,0,0,0,agent_A,0,2,7672,3,2,0,0,0,0,3,2024
37,No,Travel_Rarely,Research & Development,13,3,Medical,1543,1,Male,47,3,2,Research Scientist,4,Married,3031,1,0,3,1,0,10,2,3,10,8,3,7,intern,0,5,6387,4,2,0,0,0,0,1,2024
29,No,Travel_Rarely,Research & Development,8,1,Other,1544,3,Female,39,1,2,Healthcare Representative,1,Married,7288,3,11,2,3,1,9,3,3,7,7,0,7,intern,0,2,5241,2,4,1,0,1,1,2,2023
33,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1545,4,Male,44,2,2,Manufacturing Director,2,Single,24152,1,38,2,4,0,5,2,3,5,3,0,2,agent_A,1872,4,6241,2,1,0,0,0,0,2,2023
45,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1546,4,Male,97,3,1,Research Scientist,4,Married,4585,4,25,3,4,1,8,3,3,5,4,0,3,agent_B,0,5,7060,2,4,1,1,1,1,2,2023
42,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1547,4,Male,40,3,3,Healthcare Representative,4,Married,18611,2,2,3,3,1,24,3,1,20,8,13,9,intern,2397,3,5048,2,4,0,0,0,1,1,2023
40,No,Travel_Rarely,Sales,9,2,Medical,1548,1,Male,47,3,2,Sales Executive,1,Married,19345,0,25,2,4,0,9,5,4,8,4,7,1,intern,0,1,5463,3,3,1,0,0,1,1,2023
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1549,2,Male,79,3,2,Laboratory Technician,3,Married,22949,1,22,2,2,1,15,3,3,15,14,5,7,agent_A,0,3,6558,3,4,1,0,0,1,3,2023
40,No,Travel_Rarely,Human Resources,6,2,Medical,1550,3,Male,38,3,4,Manager,4,Single,17381,1,2,4,4,0,21,2,3,21,7,7,7,intern,2693,4,5386,2,3,1,0,0,0,2,2023
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,10036,0,3,3,2,3,2,3,3,1,1,0,0,intern,0,4,5282,2,1,0,0,0,0,1,2023
40,No,Non-Travel,Research & Development,8,2,Life Sciences,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,8841,3,3,3,3,0,8,2,3,2,2,2,2,New_graduate_recruitment,1811,2,7030,2,3,1,0,0,1,1,2023
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,20933,1,28,2,1,3,10,4,3,10,8,7,7,direct_recruiting,2881,0,9604,4,1,0,0,0,0,4,2024
35,Yes,Travel_Rarely,Sales,28,4,Life Sciences,1554,2,Female,98,2,1,Sales Representative,3,Married,26204,0,10,4,1,2,6,5,3,5,3,4,2,intern,0,5,6297,3,3,1,1,1,1,4,2023
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1555,4,Female,67,2,2,Research Scientist,2,Married,15624,3,0,2,1,1,12,2,3,7,1,2,5,intern,0,2,4514,1,4,1,1,1,1,1,2024
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1556,3,Male,70,3,1,Sales Representative,4,Single,17001,3,39,4,4,0,7,3,2,3,2,1,2,intern,4644,3,9289,2,2,1,0,0,0,2,2023
48,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1557,3,Female,96,3,2,Sales Executive,3,Divorced,13693,8,30,3,3,1,18,2,3,8,7,7,7,intern,0,4,6274,2,4,1,1,0,1,2,2023
29,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1558,3,Male,91,4,1,Research Scientist,3,Married,22376,6,4,3,1,2,5,2,2,1,0,0,0,intern,0,3,6828,3,2,0,0,0,0,3,2024
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1560,1,Male,46,3,2,Sales Executive,1,Married,10589,2,2,2,4,1,8,6,1,2,2,2,2,agent_A,0,1,8481,2,2,1,0,0,0,3,2023
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1562,2,Male,64,2,2,Sales Executive,1,Married,5323,1,28,2,4,1,10,4,3,10,8,6,7,direct_recruiting,0,1,9628,5,3,1,0,0,1,3,2024
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,14814,3,20,1,3,0,10,2,3,6,3,1,2,intern,0,2,8948,2,4,1,0,0,1,1,2023
35,No,Travel_Rarely,Research & Development,1,3,Medical,1564,4,Male,68,2,1,Laboratory Technician,1,Single,21731,1,31,4,2,0,3,3,3,3,0,1,2,agent_A,2928,2,5857,2,2,1,0,0,0,2,2024
30,No,Travel_Rarely,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,17799,3,20,2,2,1,9,3,3,4,2,1,3,intern,0,4,6914,3,2,0,0,0,1,3,2023
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,26619,1,10,2,4,1,1,2,3,1,0,0,0,intern,0,1,7404,3,1,0,0,0,0,3,2024
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,14618,0,7,3,2,1,34,4,3,33,7,1,9,intern,2299,4,5749,2,4,1,1,1,1,1,2024
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,7653,4,31,1,1,2,7,2,3,5,2,1,4,agent_A,0,0,8581,4,1,0,0,0,0,3,2024
32,No,Non-Travel,Research & Development,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,25174,4,1,3,2,1,9,3,2,6,5,1,2,intern,4652,2,9795,3,1,0,0,0,0,4,2023
48,No,Travel_Rarely,Research & Development,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,16530,8,2,2,4,1,10,3,2,8,2,7,6,intern,2854,2,9516,2,3,1,0,0,1,2,2023
34,No,Travel_Rarely,Research & Development,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,22061,1,3,2,3,0,1,4,1,1,0,0,0,agent_A,2361,4,7871,2,1,0,0,0,0,2,2024
55,No,Travel_Rarely,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,23037,1,6,4,3,1,36,3,3,36,6,2,13,intern,4935,5,9870,2,4,1,1,0,1,2,2023
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,13008,9,24,3,2,1,9,3,2,2,2,2,1,intern,3565,3,9443,3,2,0,0,1,0,2,2023
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,11133,1,21,4,1,0,1,5,3,1,0,0,0,direct_recruiting,1970,3,9163,2,4,1,1,1,1,1,2024
38,No,Travel_Rarely,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,12355,0,28,1,4,1,10,3,3,9,8,7,7,New_graduate_recruitment,0,1,6630,2,4,1,1,1,1,2,2023
38,No,Travel_Rarely,Sales,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,16379,2,19,2,2,0,8,5,4,3,2,1,2,intern,0,3,6889,3,2,1,0,0,1,3,2023
36,No,Travel_Rarely,Sales,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,21447,6,7,2,1,0,15,5,3,1,0,0,0,intern,1703,2,5677,2,2,1,0,1,1,2,2023
29,Yes,Travel_Rarely,Research & Development,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,16213,1,18,3,4,0,10,3,3,10,9,1,5,agent_B,0,1,7273,3,2,1,0,0,0,2,2024
35,No,Travel_Rarely,Research & Development,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,4223,3,0,2,3,0,10,4,3,5,2,0,4,agent_C,0,3,10873,2,3,1,1,0,1,1,2023
39,No,Travel_Rarely,Sales,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,4658,2,30,1,1,1,11,3,3,7,6,7,6,intern,0,3,3548,1,4,1,1,0,1,1,2023
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,24483,1,19,4,4,1,6,0,4,6,4,1,3,intern,2276,4,4552,3,2,0,0,1,0,3,2023
50,No,Travel_Rarely,Sales,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,19519,4,36,3,3,1,27,2,3,1,0,0,0,intern,3070,3,6464,2,3,1,0,0,1,2,2024
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,12826,2,0,3,4,1,4,2,3,2,2,2,2,agent_A,2126,4,4476,2,3,1,0,0,1,1,2024
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,19711,3,21,1,4,1,9,3,3,3,2,0,2,agent_B,0,1,7909,3,2,0,0,0,0,1,2023
42,No,Travel_Rarely,Research & Development,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,26362,8,3,4,4,0,24,2,3,1,0,0,1,intern,3365,5,6730,2,1,0,0,0,0,2,2023
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,25348,1,37,3,4,2,10,3,2,10,9,6,8,agent_A,3058,5,6439,3,3,0,0,0,1,2,2023
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,15332,1,6,2,2,1,8,3,2,8,2,7,7,agent_B,0,2,5428,3,3,1,0,0,1,3,2023
40,No,Travel_Rarely,Sales,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,11262,1,8,3,3,1,5,2,3,5,4,1,2,agent_A,1822,2,3836,2,4,1,1,1,1,2,2024
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,5855,5,29,2,3,1,8,0,3,6,4,0,2,direct_recruiting,0,4,8457,2,3,1,1,0,1,2,2023
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,7713,1,3,3,4,1,1,5,2,1,0,0,1,intern,750,3,6963,2,3,1,0,1,1,2,2023
46,No,Travel_Rarely,Sales,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,3156,1,11,3,2,0,27,5,1,26,0,0,12,intern,0,1,12049,3,3,1,0,0,0,2,2023
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,7324,1,41,3,3,3,1,3,3,1,1,0,0,intern,1288,4,6036,2,3,1,0,0,1,1,2023
22,No,Non-Travel,Research & Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,10293,1,27,3,2,0,4,2,2,4,2,1,3,agent_A,3100,5,6528,3,3,1,1,1,1,3,2023
50,No,Travel_Frequently,Research & Development,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,20689,2,16,3,3,1,32,3,3,30,8,12,13,intern,0,4,10215,3,4,0,0,0,1,2,2023
32,No,Travel_Rarely,Research & Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,18783,3,5,3,4,2,6,3,3,3,2,0,2,intern,2700,5,5685,2,4,1,0,0,1,1,2023
44,No,Travel_Rarely,Research & Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,3549,0,0,3,4,1,23,4,2,22,7,1,10,agent_A,0,4,4884,1,4,1,1,1,0,1,2023
30,No,Travel_Rarely,Research & Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,5348,1,0,2,2,1,6,3,2,6,4,1,1,agent_C,0,2,6554,3,2,0,0,0,1,1,2024
45,No,Travel_Rarely,Research & Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,23447,1,3,3,1,0,10,3,3,10,7,1,4,intern,4538,2,9554,1,4,1,1,1,1,1,2023
45,No,Non-Travel,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,24162,1,7,3,1,1,10,2,3,10,7,4,5,intern,2695,4,5674,3,2,0,0,0,1,3,2023
31,No,Travel_Frequently,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,21602,7,7,2,4,0,10,3,3,5,2,0,3,intern,0,1,9382,1,4,1,1,0,1,1,2023
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,12421,9,36,2,2,2,7,2,3,3,2,1,1,agent_A,0,3,8578,2,1,0,0,0,0,3,2024
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,17000,1,1,2,1,1,9,3,3,9,7,7,2,intern,2346,4,7822,3,1,0,0,0,0,4,2024
49,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,22102,1,10,3,4,1,10,3,2,9,6,1,4,intern,1991,4,4978,3,1,1,0,0,0,3,2023
39,No,Travel_Rarely,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,3835,2,11,2,4,3,10,3,3,7,7,7,7,intern,0,2,7607,3,1,0,0,0,0,3,2023
27,No,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,16290,1,14,1,1,2,7,3,3,7,7,0,7,intern,0,3,3658,2,3,1,0,0,1,2,2023
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,26312,1,1,1,4,0,16,2,3,16,15,1,10,agent_A,0,1,8537,3,2,0,0,0,0,2,2023
28,No,Travel_Rarely,Research & Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,20460,0,13,3,2,1,6,5,2,5,3,0,0,agent_C,2233,3,4703,3,1,0,0,0,0,3,2024
21,No,Travel_Rarely,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,26009,1,0,3,3,0,3,2,3,2,2,2,2,agent_A,3568,3,7513,2,3,1,1,0,1,1,2023
18,Yes,Travel_Frequently,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,18420,1,2,1,3,0,0,2,4,0,0,0,0,agent_B,0,3,6092,5,1,0,0,0,0,3,2023
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,5220,3,1,1,3,1,27,2,3,5,2,1,0,direct_recruiting,0,4,4123,2,2,1,0,0,1,2,2023
39,No,Travel_Rarely,Research & Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,10302,0,8,3,4,1,11,3,3,10,8,0,7,intern,429,2,9873,1,4,1,1,1,1,1,2023
34,No,Travel_Rarely,Research & Development,7,3,Medical,817,1,Male,80,2,3,Research Director,3,Married,25800,0,7,2,4,2,15,2,3,14,10,4,8,agent_C,1960,3,6534,2,4,1,1,1,1,1,2024
35,No,Non-Travel,Research & Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,12250,1,2,2,4,1,15,5,3,14,11,2,9,intern,2735,3,9118,2,4,1,1,1,1,1,2023
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,26493,3,4,3,1,3,9,2,2,4,3,0,2,direct_recruiting,2758,4,5807,3,1,0,0,0,0,2,2023
39,No,Travel_Frequently,Research & Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,3140,0,0,2,4,0,10,2,1,9,2,3,8,intern,0,3,7132,2,1,0,0,0,0,3,2023
45,No,Travel_Rarely,Research & Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5388,1,0,4,1,2,10,3,3,10,7,3,9,intern,0,4,7614,1,2,1,0,0,0,2,2023
38,No,Travel_Rarely,Research & Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,14199,3,24,4,4,1,10,6,4,5,4,0,2,intern,4064,2,8128,2,1,0,0,0,0,2,2023
35,Yes,Travel_Rarely,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,21530,9,31,3,3,0,15,3,3,13,12,6,0,intern,0,1,7340,3,4,1,0,0,1,2,2023
37,No,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,9953,1,10,1,1,1,8,2,1,8,4,7,7,intern,0,2,7278,3,2,1,0,0,1,1,2023
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,19948,6,0,3,4,0,18,2,2,4,2,3,3,intern,0,5,5262,2,1,0,0,0,0,2,2023
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,10503,4,16,1,3,0,14,3,3,10,7,0,2,New_graduate_recruitment,0,2,8126,4,2,0,0,0,0,4,2023
48,No,Travel_Frequently,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,5602,2,6,4,2,1,23,3,3,2,2,2,2,intern,0,5,10251,2,3,0,1,0,0,1,2023
35,Yes,Travel_Rarely,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,22098,6,0,3,4,2,7,2,2,2,2,2,2,intern,3425,4,8563,4,1,0,0,0,0,3,2023
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,17218,1,13,2,3,0,6,2,3,6,3,1,3,intern,1209,2,4031,3,1,0,0,0,0,3,2024
27,No,Travel_Rarely,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,22490,7,10,3,1,0,5,0,3,3,2,0,2,direct_recruiting,2632,4,5542,3,2,0,0,0,1,1,2024
27,No,Travel_Frequently,Research & Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,6297,2,22,2,3,0,6,0,2,4,2,1,2,direct_recruiting,0,2,5212,2,3,1,1,0,0,2,2023
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,3339,3,55,2,2,0,10,3,1,4,2,0,3,agent_C,0,2,4110,5,1,1,0,0,0,4,2023
29,No,Travel_Rarely,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,23413,9,0,1,3,0,8,2,3,5,2,1,4,agent_A,0,3,6288,2,2,1,0,0,0,2,2024
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,22792,4,20,2,3,2,9,6,3,3,2,0,2,intern,2798,0,9328,3,2,1,0,0,1,1,2023
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,4973,1,19,2,3,2,7,6,3,7,7,0,7,agent_C,0,3,7810,1,3,1,1,0,0,1,2023
39,No,Travel_Rarely,Research & Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,7693,4,40,4,3,0,7,3,3,5,4,1,0,intern,0,4,8788,2,2,0,0,0,0,1,2024
49,No,Travel_Rarely,Research & Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,3498,3,1,3,2,2,27,2,3,4,2,1,2,intern,0,4,8934,2,1,0,0,0,0,1,2023
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,21981,5,21,3,3,3,19,3,3,14,11,1,11,intern,5402,2,11373,4,1,0,0,0,0,1,2023
20,No,Travel_Rarely,Sales,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,13251,1,43,4,1,0,2,3,3,2,2,2,2,New_graduate_recruitment,1771,4,3543,2,3,0,0,1,1,5,2023
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,19332,1,3,2,3,1,11,2,3,11,8,7,9,intern,2041,1,6806,3,2,1,0,0,0,3,2024
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,10950,2,37,1,3,0,15,4,3,4,3,1,3,intern,0,2,8708,2,3,1,1,0,1,2,2023
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,11652,2,6,4,2,1,30,3,3,15,11,2,12,intern,3305,4,6611,3,4,1,0,0,1,3,2023
36,No,Non-Travel,Research & Development,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,15411,0,23,3,3,0,4,6,3,3,2,1,2,intern,0,2,10065,2,1,0,0,1,0,1,2023
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,26308,6,36,4,1,1,13,3,3,5,4,0,4,agent_A,0,3,9520,3,2,0,0,0,0,2,2023
54,No,Travel_Rarely,Research & Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,18685,3,0,4,3,1,36,6,3,10,8,4,7,direct_recruiting,3639,4,7278,2,3,1,1,0,1,1,2023
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,3525,1,18,4,1,1,14,3,3,14,10,6,11,agent_A,0,5,5063,2,4,1,1,1,1,1,2024
35,Yes,Travel_Frequently,Sales,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,10414,3,18,4,1,0,13,2,4,11,9,6,7,intern,0,5,6909,5,1,0,0,0,0,3,2023
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,9867,7,10,3,4,2,19,4,4,13,11,2,9,direct_recruiting,0,2,6227,2,4,1,0,1,1,2,2024
29,No,Travel_Rarely,Sales,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,3356,1,61,2,2,1,10,3,2,10,0,0,9,intern,0,2,6716,4,2,0,0,0,0,3,2023
33,No,Travel_Rarely,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,3921,1,6,2,3,2,6,5,3,6,2,0,4,agent_C,0,3,9771,1,4,1,1,1,1,1,2023
32,No,Travel_Rarely,Research & Development,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,25518,0,18,1,3,2,10,4,2,9,5,1,6,agent_C,0,2,5808,1,4,1,1,1,1,1,2023
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,22589,1,26,1,1,2,10,2,3,10,0,0,2,agent_A,0,3,7660,2,4,1,1,1,1,1,2023
49,No,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,24941,4,20,3,2,1,17,2,2,2,2,2,2,intern,0,3,7254,3,1,0,0,0,0,2,2023
38,No,Travel_Frequently,Research & Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,23826,1,3,4,2,0,4,3,3,4,3,3,3,New_graduate_recruitment,2584,2,5169,1,3,1,0,1,1,1,2024
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,21086,6,19,3,3,3,29,2,3,3,2,1,2,intern,4527,2,9532,3,1,0,0,0,0,1,2023
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,22384,4,1,3,1,0,23,2,3,8,7,0,0,intern,3230,1,6802,1,4,1,1,1,1,1,2023
41,No,Travel_Rarely,Sales,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,11591,3,19,3,4,0,21,2,3,2,0,0,2,direct_recruiting,0,4,8951,2,3,1,1,0,1,2,2023
20,No,Travel_Rarely,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,21082,1,7,1,1,0,2,3,3,2,2,0,2,intern,0,2,5731,3,1,1,0,0,0,1,2024
33,No,Non-Travel,Sales,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,16130,1,12,4,3,1,7,2,3,6,5,1,2,intern,1926,4,3852,3,2,0,0,0,1,2,2023
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,7419,6,14,3,2,2,10,2,2,3,2,0,2,intern,0,5,10680,3,3,1,1,0,1,2,2023
